singer_id,technique,group,song_id,wav_path,tg_path,xml_path,has_textgrid,has_musicxml,gt_lyrics,clean_name,duration_s,duration_h
EN-Tenor-1,mixed_falsetto,control,0007,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0007.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0007.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0007.musicxml,True,True,when i'm no longer beautiful,EN-Tenor-1__mixed_falsetto__control__0007,6.582625,0.0018285069444444445
EN-Tenor-1,mixed_falsetto,control,0004,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0004.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0004.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0004.musicxml,True,True,will you still love me when i'm no longer young and beautiful,EN-Tenor-1__mixed_falsetto__control__0004,8.705,0.0024180555555555557
EN-Tenor-1,mixed_falsetto,control,0003,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0003.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0003.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0003.musicxml,True,True,the crazy days city lights the way you'd play with me like a child,EN-Tenor-1__mixed_falsetto__control__0003,9.0429375,0.0025119270833333335
EN-Tenor-1,mixed_falsetto,control,0001,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0001.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0001.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0001.musicxml,True,True,diamonds brilliant and bel air now,EN-Tenor-1__mixed_falsetto__control__0001,7.522,0.0020894444444444446
EN-Tenor-1,mixed_falsetto,control,0002,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0002.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0002.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0002.musicxml,True,True,hot summer nights mid july when you and i were forever wild,EN-Tenor-1__mixed_falsetto__control__0002,9.203,0.002556388888888889
EN-Tenor-1,mixed_falsetto,control,0000,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0000.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0000.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Control_Group/0000.musicxml,True,True,i've seen the world done it all had my cake now,EN-Tenor-1__mixed_falsetto__control__0000,8.442,0.002345
EN-Tenor-1,mixed_falsetto,speech,0006,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0006.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0006.TextGrid,,True,False,i know you will i know you will i know that you will will you still love me,EN-Tenor-1__mixed_falsetto__speech__0006,5.464,0.0015177777777777778
EN-Tenor-1,mixed_falsetto,speech,0005,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0005.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0005.TextGrid,,True,False,will you still love me when i got nothing but my aching soul,EN-Tenor-1__mixed_falsetto__speech__0005,4.889,0.0013580555555555557
EN-Tenor-1,mixed_falsetto,speech,0007,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0007.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0007.TextGrid,,True,False,when i'm no longer beautiful,EN-Tenor-1__mixed_falsetto__speech__0007,2.286979166666667,0.0006352719907407408
EN-Tenor-1,mixed_falsetto,speech,0004,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0004.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0004.TextGrid,,True,False,will you still love me when i'm no longer young and beautiful,EN-Tenor-1__mixed_falsetto__speech__0004,5.164,0.0014344444444444444
EN-Tenor-1,mixed_falsetto,speech,0003,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0003.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0003.TextGrid,,True,False,the crazy days city lights the way you'd play with me like a child,EN-Tenor-1__mixed_falsetto__speech__0003,5.566,0.0015461111111111112
EN-Tenor-1,mixed_falsetto,speech,0001,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0001.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0001.TextGrid,,True,False,diamonds brilliant and bel air now,EN-Tenor-1__mixed_falsetto__speech__0001,3.913,0.0010869444444444444
EN-Tenor-1,mixed_falsetto,speech,0002,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0002.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0002.TextGrid,,True,False,hot summer nights mid july when you and i were forever wild,EN-Tenor-1__mixed_falsetto__speech__0002,5.706,0.001585
EN-Tenor-1,mixed_falsetto,speech,0000,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0000.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Paired_Speech_Group/0000.TextGrid,,True,False,i've seen the world done it all had my cake now,EN-Tenor-1__mixed_falsetto__speech__0000,4.513,0.0012536111111111112
EN-Tenor-1,mixed_falsetto,technique,0006,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0006.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0006.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0006.musicxml,True,True,i know you will i know you will i know that you will will you still love me,EN-Tenor-1__mixed_falsetto__technique__0006,11.145020833333334,0.0030958391203703703
EN-Tenor-1,mixed_falsetto,technique,0005,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0005.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0005.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0005.musicxml,True,True,will you still love me when i got nothing but my aching soul,EN-Tenor-1__mixed_falsetto__technique__0005,7.854979166666666,0.002181938657407407
EN-Tenor-1,mixed_falsetto,technique,0007,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0007.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0007.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0007.musicxml,True,True,when i'm no longer beautiful,EN-Tenor-1__mixed_falsetto__technique__0007,6.274979166666666,0.0017430497685185183
EN-Tenor-1,mixed_falsetto,technique,0004,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0004.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0004.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0004.musicxml,True,True,will you still love me when i'm no longer young and beautiful,EN-Tenor-1__mixed_falsetto__technique__0004,8.644,0.0024011111111111112
EN-Tenor-1,mixed_falsetto,technique,0003,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0003.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0003.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0003.musicxml,True,True,the crazy days city lights the way you'd play with me like a child,EN-Tenor-1__mixed_falsetto__technique__0003,9.047,0.0025130555555555557
EN-Tenor-1,mixed_falsetto,technique,0001,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0001.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0001.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0001.musicxml,True,True,diamonds brilliant and bel air now,EN-Tenor-1__mixed_falsetto__technique__0001,7.811,0.002169722222222222
EN-Tenor-1,mixed_falsetto,technique,0002,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0002.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0002.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0002.musicxml,True,True,hot summer nights mid july when you and i were forever wild,EN-Tenor-1__mixed_falsetto__technique__0002,8.786,0.0024405555555555556
EN-Tenor-1,mixed_falsetto,technique,0000,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0000.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0000.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0000.musicxml,True,True,i've seen the world done it all had my cake now,EN-Tenor-1__mixed_falsetto__technique__0000,8.021,0.0022280555555555556
EN-Tenor-1,mixed_falsetto,technique,0010,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0010.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0010.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0010.musicxml,True,True,in the shallow shallow in the shallow shallow shallow,EN-Tenor-1__mixed_falsetto__technique__0010,9.215,0.0025597222222222223
EN-Tenor-1,mixed_falsetto,technique,0006,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0006.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0006.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0006.musicxml,True,True,i'm falling in all the good times i find myself longing,EN-Tenor-1__mixed_falsetto__technique__0006,9.683,0.0026897222222222223
EN-Tenor-1,mixed_falsetto,technique,0005,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0005.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0005.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0005.musicxml,True,True,or do you need more ain't it hard keeping it so hardcore,EN-Tenor-1__mixed_falsetto__technique__0005,8.083020833333334,0.002245283564814815
EN-Tenor-1,mixed_falsetto,technique,0007,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0007.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0007.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0007.musicxml,True,True,for change and in the bad times i fear myself,EN-Tenor-1__mixed_falsetto__technique__0007,7.902979166666666,0.0021952719907407407
EN-Tenor-1,mixed_falsetto,technique,0004,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0004.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0004.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0004.musicxml,True,True,tell me something boy aren't you tired tryna fill that void,EN-Tenor-1__mixed_falsetto__technique__0004,8.341979166666667,0.002317216435185185
EN-Tenor-1,mixed_falsetto,technique,0003,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0003.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0003.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0003.musicxml,True,True,for change and in the bad times i fear myself,EN-Tenor-1__mixed_falsetto__technique__0003,8.384,0.002328888888888889
EN-Tenor-1,mixed_falsetto,technique,0001,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0001.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0001.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0001.musicxml,True,True,or do you need more is there something you're searching,EN-Tenor-1__mixed_falsetto__technique__0001,5.951,0.0016530555555555554
EN-Tenor-1,mixed_falsetto,technique,0002,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0002.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0002.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0002.musicxml,True,True,for i'm falling in all the good times i find myself longing,EN-Tenor-1__mixed_falsetto__technique__0002,11.344,0.003151111111111111
EN-Tenor-1,mixed_falsetto,technique,0008,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0008.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0008.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0008.musicxml,True,True,i'm off the deep end watch as i dive in i'll never meet the ground,EN-Tenor-1__mixed_falsetto__technique__0008,10.503,0.0029175
EN-Tenor-1,mixed_falsetto,technique,0009,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0009.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0009.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0009.musicxml,True,True,crash through the surface where they can't hurt us we're far from the shallow now,EN-Tenor-1__mixed_falsetto__technique__0009,9.835,0.002731944444444445
EN-Tenor-1,mixed_falsetto,technique,0011,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0011.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0011.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0011.musicxml,True,True,in the shallow shallow we're far from the shallow now,EN-Tenor-1__mixed_falsetto__technique__0011,9.365,0.0026013888888888888
EN-Tenor-1,mixed_falsetto,technique,0000,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0000.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0000.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Mixed_Voice_Group/0000.musicxml,True,True,tell me something girl are you happy in this modern world,EN-Tenor-1__mixed_falsetto__technique__0000,7.032,0.0019533333333333334
EN-Tenor-1,mixed_falsetto,control,0010,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Control_Group/0010.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Control_Group/0010.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Control_Group/0010.musicxml,True,True,in the shallow shallow in the shallow shallow shallow,EN-Tenor-1__mixed_falsetto__control__0010,8.744,0.002428888888888889
EN-Tenor-1,mixed_falsetto,control,0006,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Control_Group/0006.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Control_Group/0006.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Control_Group/0006.musicxml,True,True,i'm falling in all the good times i find myself longing,EN-Tenor-1__mixed_falsetto__control__0006,10.322,0.002867222222222222
EN-Tenor-1,mixed_falsetto,control,0005,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Control_Group/0005.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Control_Group/0005.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Control_Group/0005.musicxml,True,True,or do you need more ain't it hard keeping it so hardcore,EN-Tenor-1__mixed_falsetto__control__0005,8.722,0.0024227777777777776
EN-Tenor-1,mixed_falsetto,control,0007,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Control_Group/0007.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Control_Group/0007.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Control_Group/0007.musicxml,True,True,for change and in the bad times i fear myself,EN-Tenor-1__mixed_falsetto__control__0007,7.992854166666667,0.0022202372685185185
EN-Tenor-1,mixed_falsetto,control,0004,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Control_Group/0004.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Control_Group/0004.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Control_Group/0004.musicxml,True,True,tell me something boy aren't you tired tryna fill that void,EN-Tenor-1__mixed_falsetto__control__0004,8.282,0.0023005555555555557
EN-Tenor-1,mixed_falsetto,control,0003,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Control_Group/0003.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Control_Group/0003.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Control_Group/0003.musicxml,True,True,for change and in the bad times i fear myself,EN-Tenor-1__mixed_falsetto__control__0003,8.641,0.0024002777777777777
EN-Tenor-1,mixed_falsetto,control,0001,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Control_Group/0001.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Control_Group/0001.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Control_Group/0001.musicxml,True,True,or do you need more is there something you're searching,EN-Tenor-1__mixed_falsetto__control__0001,6.321,0.0017558333333333332
