singer_id,technique,atlas_group,group_folder,song,wav_path,gt_lyrics,gt_lyrics_clean,asr_hypothesis,asr_hypothesis_raw,transcription_time_s,model
EN-Alto-1,vibrato,control,Control_Group,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0000.wav,once a lass met a lad,once a lass met a lad,Once a less man a let go.,Once a less man a let go.,1.6479663848876953,large-v2
EN-Alto-1,vibrato,control,Control_Group,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0008.wav,hope will blossom by believing the heart that lies within,hope will blossom by believing the heart that lies within,Hope will blossom by believing the heart that lies within,Hope will blossom by believing the heart that lies within,1.5065665245056152,large-v2
EN-Alto-1,vibrato,control,Control_Group,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0009.wav,<AP> i'll be yours together,ill be yours together,I'll be yours together,I'll be yours together,1.2151267528533936,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0010.wav,we shall always be as one if you love me for me,we shall always be as one if you love me for me,We shall always be as one If you love me for me,We shall always be as one If you love me for me,1.633143663406372,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0004.wav,i'd be sure if i knew that you loved me for me,id be sure if i knew that you loved me for me,I'd be sure if I knew that you loved me for me.,I'd be sure if I knew that you loved me for me.,1.6345229148864746,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0005.wav,could i be the one you're seeking will i be the one you choose,could i be the one youre seeking will i be the one you choose,Could I be the one you're seeking? Will I be the one you choose?,Could I be the one you're seeking? Will I be the one you choose?,1.8577513694763184,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0011.wav,who can say where we'll go who can promise what will be,who can say where well go who can promise what will be,Who can say where we'll go? Who can promise what we'll be?,Who can say where we'll go? Who can promise what we'll be?,1.8024699687957764,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0007.wav,what you see may be deceiving truth lies underneath the skin,what you see may be deceiving truth lies underneath the skin,"What you see may be deceiving, truth lies underneath the skin.","What you see may be deceiving, truth lies underneath the skin.",1.7584125995635986,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0012.wav,but i'll stay by your side if you love me for me,but ill stay by your side if you love me for me,But I'll stay by your side if you love me for me.,But I'll stay by your side if you love me for me.,1.7680270671844482,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0006.wav,can you tell my heart is speaking <AP> my eyes will give you clues,can you tell my heart is speaking my eyes will give you clues,Can you tell my heart is speaking? My eyes won't leave you clueless.,Can you tell my heart is speaking? My eyes won't leave you clueless.,1.7999520301818848,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0002.wav,i'd be glad if you loved me for me,id be glad if you loved me for me,I'll be glad if you love me for me.,I'll be glad if you love me for me.,1.4482603073120117,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0003.wav,you say your love is true and i hope that it will be,you say your love is true and i hope that it will be,You say your love is true and I hope that it will be.,You say your love is true and I hope that it will be.,1.5106070041656494,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0001.wav,you're a gentle one said she in my heart,youre a gentle one said she in my heart,You were gentle when said she in my heart,You were gentle when said she in my heart,1.3575224876403809,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0000.wav,once a lass met a lad,once a lass met a lad,I put the song's lyrics in the description down below and hope it may help. And if you have questions leave them down below in the comment section to ask me.,I put the song's lyrics in the description down below and hope it may help. And if you have questions leave them down below in the comment section to ask me.,6.635018587112427,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0008.wav,hope will blossom by believing <AP> the heart will lies within,hope will blossom by believing the heart will lies within,"Hope will blossom by believing, the heart will rise within.","Hope will blossom by believing, the heart will rise within.",1.4937446117401123,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0009.wav,<AP> i'll be yours together,ill be yours together,I'll be yours together,I'll be yours together,1.252992868423462,large-v2
EN-Alto-1,vibrato,control,Control_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0004.wav,blossom of snow may you bloom and grow,blossom of snow may you bloom and grow,Blossom snow may you bloom and grow,Blossom snow may you bloom and grow,1.6833086013793945,large-v2
EN-Alto-1,vibrato,control,Control_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0005.wav,bloom and grow forever <AP>,bloom and grow forever,bloom and grow forever.,bloom and grow forever.,1.2847418785095215,large-v2
EN-Alto-1,vibrato,control,Control_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0007.wav,bless my homeland forever,bless my homeland forever,Bless my homeland forever.,Bless my homeland forever.,1.4717741012573242,large-v2
EN-Alto-1,vibrato,control,Control_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0006.wav,edelweiss <AP> edelweiss,edelweiss edelweiss,"Otherwise, otherwise","Otherwise, otherwise",1.1183812618255615,large-v2
EN-Alto-1,vibrato,control,Control_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0002.wav,small and white <AP> clean and bright,small and white clean and bright,small and wide clean and bright you,small and wide clean and bright you,1.5869817733764648,large-v2
EN-Alto-1,vibrato,control,Control_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0003.wav,you look happy to meet me,you look happy to meet me,You look happy to meet me.,You look happy to meet me.,1.452638864517212,large-v2
EN-Alto-1,vibrato,control,Control_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0001.wav,every morning you greet me,every morning you greet me,Every morning you greet me,Every morning you greet me,1.396937370300293,large-v2
EN-Alto-1,vibrato,control,Control_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0000.wav,edelweiss <AP> edelweiss <AP>,edelweiss edelweiss,"The Wise Head, The Wise Head","The Wise Head, The Wise Head",1.438337802886963,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0004.wav,blossom of snow may you bloom and grow <AP>,blossom of snow may you bloom and grow,"Blossom, snow, may you bloom and grow.","Blossom, snow, may you bloom and grow.",1.7529747486114502,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0005.wav,bloom and grow forever <AP>,bloom and grow forever,bloom and grow forever.,bloom and grow forever.,1.1092307567596436,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0007.wav,bless my homeland forever,bless my homeland forever,Bless my homeland forever.,Bless my homeland forever.,1.118091106414795,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0006.wav,edelweiss <AP> edelweiss,edelweiss edelweiss,"Edelweiss, Edelweiss","Edelweiss, Edelweiss",1.5423088073730469,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0002.wav,small and white clean and bright <AP>,small and white clean and bright,"Small and white, clean and bright.","Small and white, clean and bright.",1.2967541217803955,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0003.wav,you look happy to meet me <AP>,you look happy to meet me,"You look happy to me, me","You look happy to me, me",1.1895735263824463,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0001.wav,every morning you greet me,every morning you greet me,Every morning you greet me,Every morning you greet me,1.1873235702514648,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0000.wav,edelweiss <AP> edelweiss <AP>,edelweiss edelweiss,"Otherwise, otherwise, otherwise.","Otherwise, otherwise, otherwise.",1.190519094467163,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0010.wav,and i know that my heart will go on,and i know that my heart will go on,And I know that my heart will go on,And I know that my heart will go on,1.6231920719146729,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0004.wav,we'll always go on,well always go on,We'll always go along,We'll always go along,1.1798672676086426,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0005.wav,near far wherever you are,near far wherever you are,"Near, far, wherever you are.","Near, far, wherever you are.",1.3256306648254395,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0011.wav,we'll stay forever this way <AP>,well stay forever this way,We'll stay forever this way.,We'll stay forever this way.,1.5483143329620361,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0007.wav,once more you open the door,once more you open the door,"Once more, you'll open the door","Once more, you'll open the door",1.291428565979004,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0012.wav,you are safe in my heart and my heart will go on and on,you are safe in my heart and my heart will go on and on,You're safe in my heart and my heart will go on and on.,You're safe in my heart and my heart will go on and on.,1.8679850101470947,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0006.wav,i believe that the heart does go on,i believe that the heart does go on,I believe that the hard does go on.,I believe that the hard does go on.,1.6557743549346924,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0002.wav,we're gone love was when i loved you,were gone love was when i loved you,were gone love was when I loved you,were gone love was when I loved you,1.4713361263275146,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0003.wav,one true time i hold to in my life,one true time i hold to in my life,One true time I'd hold to in my lifetime,One true time I'd hold to in my lifetime,1.7927930355072021,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0001.wav,a lifetime and never let go till,a lifetime and never let go till,A lifetime and never let go till,A lifetime and never let go till,1.2903027534484863,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0000.wav,love can touch us one time and last for,love can touch us one time and last for,Love can touch us one time and last for a lifetime.,Love can touch us one time and last for a lifetime.,1.5283453464508057,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0008.wav,and you're here in my heart and my heart will go on and on,and youre here in my heart and my heart will go on and on,"And you're here, my heart, and my heart will go on and on.","And you're here, my heart, and my heart will go on and on.",1.9849364757537842,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0009.wav,you're here <AP> there's nothing i fear,youre here theres nothing i fear,"You're here, there's nothing I fear.","You're here, there's nothing I fear.",1.652327060699463,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0010.wav,and i know that my heart will go on,and i know that my heart will go on,And I know that my heart will go on,And I know that my heart will go on,1.401975154876709,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0004.wav,we'll always go on,well always go on,will always go on.,will always go on.,1.124009370803833,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0005.wav,near far wherever you are,near far wherever you are,"Nefa, wherever you are.","Nefa, wherever you are.",1.2766351699829102,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0011.wav,we'll stay forever this way,well stay forever this way,We'll stay forever this way,We'll stay forever this way,1.2417025566101074,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0007.wav,once more you open the door,once more you open the door,Once more you'll open the door,Once more you'll open the door,1.2683134078979492,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0012.wav,you are safe in my heart and my heart will go on and on,you are safe in my heart and my heart will go on and on,You're safe in my heart and my heart will go on and on.,You're safe in my heart and my heart will go on and on.,1.5862181186676025,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0006.wav,i believe that the heart does go on,i believe that the heart does go on,I believe that the hardest go on,I believe that the hardest go on,1.3540468215942383,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0002.wav,we're gone love was when i loved you <AP>,were gone love was when i loved you,gone. Love was when I loved you.,gone. Love was when I loved you.,1.3709840774536133,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0003.wav,one true time <AP> i hold to in my life,one true time i hold to in my life,One true time I'd hold to in my life.,One true time I'd hold to in my life.,1.4484453201293945,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0001.wav,a lifetime and never let go <AP> till,a lifetime and never let go till,A lifetime and never let go So,A lifetime and never let go So,1.295233964920044,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0000.wav,love can touch us one time and last for,love can touch us one time and last for,Love can touch us one time and last for a lifetime.,Love can touch us one time and last for a lifetime.,1.4665272235870361,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0008.wav,and you're here in my heart and <AP> my heart will go on and on,and youre here in my heart and my heart will go on and on,"And you're here, my heart, and my heart will go on and on.","And you're here, my heart, and my heart will go on and on.",1.7623486518859863,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Vibrato_Group/0009.wav,you're here there's nothing i fear <AP>,youre here theres nothing i fear,"You're here, there's nothing I fear.","You're here, there's nothing I fear.",1.3539202213287354,large-v2
EN-Alto-1,pharyngeal,control,Control_Group,tell me that you love me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Pharyngeal/tell me that you love me/Control_Group/0010.wav,away <AP> maybe if you take one more <AP> than i would know for sure there's nothing left to say <AP> tell me that <AP> you love me <AP> anyway <AP>,away maybe if you take one more than i would know for sure theres nothing left to say tell me that you love me anyway,"the way Maybe if I take one more, then I would know for sure and there's nothing left to say Tell me that you love me anyway","the way Maybe if I take one more, then I would know for sure and there's nothing left to say Tell me that you love me anyway",2.4288086891174316,large-v2
EN-Alto-1,pharyngeal,control,Control_Group,tell me that you love me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Pharyngeal/tell me that you love me/Control_Group/0004.wav,away and <AP> maybe if you take one more <AP> then i would know for sure there's nothing left to say <AP> tell me that you love me anyway,away and maybe if you take one more then i would know for sure theres nothing left to say tell me that you love me anyway,"The way, maybe if you take one more Then I would know for sure there's nothing left to say Tell me that you love me anyway","The way, maybe if you take one more Then I would know for sure there's nothing left to say Tell me that you love me anyway",2.408893346786499,large-v2
EN-Alto-1,pharyngeal,control,Control_Group,tell me that you love me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Pharyngeal/tell me that you love me/Control_Group/0005.wav,show me look what we found <AP> turn it around every day <AP>,show me look what we found turn it around every day,Bye for now.,Bye for now.,2.6864566802978516,large-v2
EN-Alto-1,pharyngeal,control,Control_Group,tell me that you love me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Pharyngeal/tell me that you love me/Control_Group/0007.wav,so you tell me that you love me yeah <AP> and tell me that i take your breathe,so you tell me that you love me yeah and tell me that i take your breathe,"So tell me that you love me, yeah And tell me that I take your breath","So tell me that you love me, yeah And tell me that I take your breath",1.7744033336639404,large-v2
