singer_id,technique,group_folder,atlas_group,song,wav_path,tg_path,gt_lyrics,has_tg
EN-Alto-1,vibrato,Vibrato_Group,technique,memory,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/memory/Vibrato_Group/0001.wav,,,False
EN-Alto-1,vibrato,Vibrato_Group,technique,memory,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/memory/Vibrato_Group/0000.wav,,,False
EN-Alto-1,vibrato,Vibrato_Group,technique,memory,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/memory/Vibrato_Group/0014.wav,,,False
EN-Alto-1,vibrato,Vibrato_Group,technique,memory,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/memory/Vibrato_Group/0008.wav,,,False
EN-Alto-1,vibrato,Vibrato_Group,technique,memory,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/memory/Vibrato_Group/0009.wav,,,False
EN-Alto-1,vibrato,Control_Group,control,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0010.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0010.TextGrid,we shall always be as one if you love me for me,True
EN-Alto-1,vibrato,Control_Group,control,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0004.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0004.TextGrid,i'd be sure if i knew that you loved me for me,True
EN-Alto-1,vibrato,Control_Group,control,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0005.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0005.TextGrid,could i be the one you're seeking will i be the one you choose,True
EN-Alto-1,vibrato,Control_Group,control,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0011.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0011.TextGrid,who can say where we'll go who can promise what will be,True
EN-Alto-1,vibrato,Control_Group,control,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0007.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0007.TextGrid,what you see may be deceiving truth lies underneath the skin,True
EN-Alto-1,vibrato,Control_Group,control,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0012.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0012.TextGrid,but i'll stay by your side if you love me for me,True
EN-Alto-1,vibrato,Control_Group,control,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0006.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0006.TextGrid,can you tell my heart is speaking my eyes will give you clues,True
EN-Alto-1,vibrato,Control_Group,control,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0002.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0002.TextGrid,i'd be glad if you loved me for me,True
EN-Alto-1,vibrato,Control_Group,control,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0003.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0003.TextGrid,you say your love is true and i hope that it will be,True
EN-Alto-1,vibrato,Control_Group,control,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0001.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0001.TextGrid,you're a gentle one said she in my heart,True
EN-Alto-1,vibrato,Control_Group,control,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0000.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0000.TextGrid,once a lass met a lad,True
EN-Alto-1,vibrato,Control_Group,control,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0008.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0008.TextGrid,hope will blossom by believing the heart that lies within,True
EN-Alto-1,vibrato,Control_Group,control,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0009.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0009.TextGrid,<AP> i'll be yours together,True
EN-Alto-1,vibrato,Vibrato_Group,technique,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0010.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0010.TextGrid,we shall always be as one if you love me for me,True
EN-Alto-1,vibrato,Vibrato_Group,technique,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0004.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0004.TextGrid,i'd be sure if i knew that you loved me for me,True
EN-Alto-1,vibrato,Vibrato_Group,technique,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0005.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0005.TextGrid,could i be the one you're seeking will i be the one you choose,True
EN-Alto-1,vibrato,Vibrato_Group,technique,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0011.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0011.TextGrid,who can say where we'll go who can promise what will be,True
EN-Alto-1,vibrato,Vibrato_Group,technique,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0007.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0007.TextGrid,what you see may be deceiving truth lies underneath the skin,True
EN-Alto-1,vibrato,Vibrato_Group,technique,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0012.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0012.TextGrid,but i'll stay by your side if you love me for me,True
EN-Alto-1,vibrato,Vibrato_Group,technique,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0006.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0006.TextGrid,can you tell my heart is speaking <AP> my eyes will give you clues,True
EN-Alto-1,vibrato,Vibrato_Group,technique,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0002.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0002.TextGrid,i'd be glad if you loved me for me,True
EN-Alto-1,vibrato,Vibrato_Group,technique,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0003.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0003.TextGrid,you say your love is true and i hope that it will be,True
EN-Alto-1,vibrato,Vibrato_Group,technique,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0001.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0001.TextGrid,you're a gentle one said she in my heart,True
EN-Alto-1,vibrato,Vibrato_Group,technique,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0000.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0000.TextGrid,once a lass met a lad,True
EN-Alto-1,vibrato,Vibrato_Group,technique,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0008.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0008.TextGrid,hope will blossom by believing <AP> the heart will lies within,True
EN-Alto-1,vibrato,Vibrato_Group,technique,if you love me for me,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0009.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0009.TextGrid,<AP> i'll be yours together,True
EN-Alto-1,vibrato,Control_Group,control,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0004.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0004.TextGrid,blossom of snow may you bloom and grow,True
EN-Alto-1,vibrato,Control_Group,control,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0005.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0005.TextGrid,bloom and grow forever <AP>,True
EN-Alto-1,vibrato,Control_Group,control,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0007.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0007.TextGrid,bless my homeland forever,True
EN-Alto-1,vibrato,Control_Group,control,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0006.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0006.TextGrid,edelweiss <AP> edelweiss,True
EN-Alto-1,vibrato,Control_Group,control,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0002.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0002.TextGrid,small and white <AP> clean and bright,True
EN-Alto-1,vibrato,Control_Group,control,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0003.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0003.TextGrid,you look happy to meet me,True
EN-Alto-1,vibrato,Control_Group,control,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0001.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0001.TextGrid,every morning you greet me,True
EN-Alto-1,vibrato,Control_Group,control,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0000.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Control_Group/0000.TextGrid,edelweiss <AP> edelweiss <AP>,True
EN-Alto-1,vibrato,Vibrato_Group,technique,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0004.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0004.TextGrid,blossom of snow may you bloom and grow <AP>,True
EN-Alto-1,vibrato,Vibrato_Group,technique,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0005.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0005.TextGrid,bloom and grow forever <AP>,True
EN-Alto-1,vibrato,Vibrato_Group,technique,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0007.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0007.TextGrid,bless my homeland forever,True
EN-Alto-1,vibrato,Vibrato_Group,technique,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0006.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0006.TextGrid,edelweiss <AP> edelweiss,True
EN-Alto-1,vibrato,Vibrato_Group,technique,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0002.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0002.TextGrid,small and white clean and bright <AP>,True
EN-Alto-1,vibrato,Vibrato_Group,technique,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0003.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0003.TextGrid,you look happy to meet me <AP>,True
EN-Alto-1,vibrato,Vibrato_Group,technique,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0001.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0001.TextGrid,every morning you greet me,True
EN-Alto-1,vibrato,Vibrato_Group,technique,edelweiss,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0000.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0000.TextGrid,edelweiss <AP> edelweiss <AP>,True
EN-Alto-1,vibrato,Control_Group,control,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0010.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0010.TextGrid,and i know that my heart will go on,True
EN-Alto-1,vibrato,Control_Group,control,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0004.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0004.TextGrid,we'll always go on,True
EN-Alto-1,vibrato,Control_Group,control,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0005.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0005.TextGrid,near far wherever you are,True
EN-Alto-1,vibrato,Control_Group,control,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0011.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0011.TextGrid,we'll stay forever this way <AP>,True
EN-Alto-1,vibrato,Control_Group,control,my heart will go on,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0007.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Vibrato/my heart will go on/Control_Group/0007.TextGrid,once more you open the door,True
